neutral	A group of kids is playing in a yard and an old man is standing in the background	A group of boys in a yard is playing and a man is standing in the background	#
entailment	The young boys are playing outdoors and the man is smiling nearby	The kids are playing outdoors near a man with a smile	#
contradiction	The young boys are playing outdoors and the man is smiling nearby	There is no boy playing outdoors and there is no man smiling	#
neutral	The young boys are playing outdoors and the man is smiling nearby	A group of kids is playing in a yard and an old man is standing in the background	#
neutral	A brown dog is attacking another animal in front of the man in pants	A brown dog is helping another animal in front of the man in pants	#
contradiction	Two dogs are wrestling and hugging	There is no dog wrestling and hugging	#
neutral	A brown dog is attacking another animal in front of the man in pants	Two dogs are fighting	#
neutral	A brown dog is attacking another animal in front of the man in pants	There is no dog wrestling and hugging	#
neutral	Two dogs are wrestling and hugging	A brown dog is attacking another animal in front of the tall man in pants	#
neutral	Two dogs are wrestling and hugging	A brown dog is helping another animal in front of the man in pants	#
neutral	A brown dog is attacking another animal in front of the man in pants	Two dogs are wrestling and hugging	#
entailment	A person in a black jacket is doing tricks on a motorbike	A man in a black jacket is doing tricks on a motorbike	#
neutral	A person in a black jacket is doing tricks on a motorbike	A person on a black motorbike is doing tricks with a jacket	#
neutral	A person in a black jacket is doing tricks on a motorbike	A skilled person is riding a bicycle on one wheel	#
neutral	A person is riding the bicycle on one wheel	A man in a black jacket is doing tricks on a motorbike	#
neutral	A person is riding the bicycle on one wheel	There is no man in a black jacket doing tricks on a motorbike	#
neutral	A person is riding the bicycle on one wheel	A person in a black jacket is doing tricks on a motorbike	#
entailment	A man with a jersey is dunking the ball at a basketball game	The ball is being dunked by a man with a jersey at a basketball game	#
contradiction	A man with a jersey is dunking the ball at a basketball game	There is no man dunking the ball at a basketball game	#
neutral	A man with a jersey is dunking the ball at a basketball game	A man who is playing dunks the basketball into the net and a crowd is in background	#
neutral	A man with a jersey is dunking the ball at a basketball game	The player is missing the basket and a crowd is in background	#
neutral	The player is dunking the basketball into the net and a crowd is in background	The ball is being dunked by a man with a jersey at a basketball game	#
neutral	The player is dunking the basketball into the net and a crowd is in background	A man with a jersey is dunking the ball at a basketball game	#
entailment	Two people are kickboxing and spectators are watching	Two people are fighting and spectators are watching	#
neutral	Two people are kickboxing and spectators are watching	Two young women are sparring in a kickboxing fight	#
neutral	Two people are kickboxing and spectators are watching	Two young women are not sparring in a kickboxing fight	#
neutral	Two women are sparring in a kickboxing match	Two people are fighting and spectators are watching	#
neutral	Two women are sparring in a kickboxing match	Two people are kickboxing and spectators are not watching	#
neutral	Two people are kickboxing and spectators are watching	Two women are sparring in a kickboxing match	#
neutral	Children in red shirts are playing in the leaves	Children in red shirts are sleeping in the leaves	#
neutral	Children in red shirts are playing in the leaves	Children covered by leaves are playing with red shirts	#
neutral	Children in red shirts are playing in the leaves	Three kids are sitting in the leaves	#
neutral	Children in red shirts are playing in the leaves	Three kids are jumping in the leaves	#
contradiction	Two children are lying in the snow and are making snow angels	There is no child lying in the snow and making snow angels	#
contradiction	Two people in snowsuits are lying in the snow and making snow angels	Nobody in snowsuits is lying in the snow and making snow angels	#
neutral	Two children are lying in the snow and are making snow angels	Two people wearing snowsuits are on the ground making snow angels	#
contradiction	Two children are lying in the snow and are making snow angels	Nobody in snowsuits is lying in the snow and making snow angels	#
neutral	Two people in snowsuits are lying in the snow and making snow angels	Two angels are making snow on the lying children	#
neutral	Two children are lying in the snow and are making snow angels	Two people in snowsuits are lying in the snow and making snow angels	#
entailment	A little girl is looking at a woman in costume	A young girl is looking at a woman in costume	#
neutral	A little girl is looking at a woman in costume	The little girl is looking at a man in costume	#
neutral	A little girl is looking at a woman in costume	A little girl in costume looks like a woman	#
entailment	People wearing costumes are gathering in a forest and are looking in the same direction	Masked people are looking in the same direction in a forest	#
neutral	People wearing costumes are gathering in a forest and are looking in the same direction	People wearing costumes are scattering in a forest and are looking in different directions	#
neutral	A little girl is looking at a woman in costume	People wearing costumes are scattering in a forest and are looking in different directions	#
neutral	A little girl is looking at a woman in costume	People are looking at some costumes gathered in the vicinity of the forest	#
neutral	People wearing costumes are gathering in a forest and are looking in the same direction	The little girl is looking at a man in costume	#
neutral	People wearing costumes are gathering in a forest and are looking in the same direction	A little girl in costume looks like a woman	#
neutral	A little girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction	#
entailment	A lone biker is jumping in the air	A biker is jumping in the air, alone	#
contradiction	A man is jumping into an empty pool	A man is jumping into a full pool	#
neutral	A man is jumping into an empty pool	The man's jumper is in the empty pool	#
neutral	A lone biker is jumping in the air	A man is jumping into an empty swimming pool	#
neutral	A lone biker is jumping in the air	A man is jumping into a full pool	#
neutral	A man is jumping into an empty pool	A biker is jumping in the air, alone	#
neutral	A man is jumping into an empty pool	There is no biker jumping in the air	#
neutral	A lone biker is jumping in the air	A man is jumping into an empty pool	#
neutral	Four girls are doing backbends and playing outdoors	Four girls are doing backbends and playing indoors	#
neutral	Four girls are doing backbends and playing outdoors	Four children are doing backbends in the park	#
neutral	Two teams are competing in a football match	Two teams are competing in a baseball game	#
entailment	Two teams are competing in a football match	Football is being played by two competing teams	#
neutral	A player is running with the ball	Football is being played by two competing teams	#
neutral	Two teams are competing in a football match	A man who is playing is running with the ball in his hands	#
neutral	A player is running with the ball	Two teams are competing in a football match	#
entailment	Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood	#
neutral	Five children are standing in front of a wooden hut	Five children are standing in a wooden hut	#
entailment	Five kids are standing close together and one kid has a gun	Five kids are standing close together and one kid has a weapon	#
contradiction	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	#
neutral	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a weapon	#
neutral	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a gun	#
neutral	A man is sitting in a field	A man is running in a field	#
neutral	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	#
