neutral	A group of kids is playing in a yard and an old man is standing in the background	A group of boys in a yard is playing and a man is standing in the background	3155657768_b83a7831e5.jpg#0
neutral	The young boys are playing outdoors and the man is smiling nearby	A group of kids is playing in a yard and an old man is standing in the background	3155657768_b83a7831e5.jpg#0
entailment	The young boys are playing outdoors and the man is smiling nearby	The kids are playing outdoors near a man with a smile	3155657768_b83a7831e5.jpg#3
neutral	A brown dog is attacking another animal in front of the man in pants	Two dogs are fighting	2067362863_59577f9d4d.jpg#0
neutral	A brown dog is attacking another animal in front of the man in pants	Two dogs are wrestling and hugging	2067362863_59577f9d4d.jpg#0
neutral	A person is riding the bicycle on one wheel	A man in a black jacket is doing tricks on a motorbike	3373243733_9aba7740ed.jpg#0
neutral	A person in a black jacket is doing tricks on a motorbike	The girl, who is little, is carefully combing her hair into a pony tail	3373243733_9aba7740ed.jpg#0
entailment	A man with a jersey is dunking the ball at a basketball game	The ball is being dunked by a man with a jersey at a basketball game	3147217787_ed21cd4990.jpg#2
neutral	A man with a jersey is dunking the ball at a basketball game	A man who is playing dunks the basketball into the net and a crowd is in background	3147217787_ed21cd4990.jpg#2
neutral	The player is dunking the basketball into the net and a crowd is in background	A man with a jersey is dunking the ball at a basketball game	3147217787_ed21cd4990.jpg#2
neutral	Two people are kickboxing and spectators are watching	Two young women are not sparring in a kickboxing fight	3679341667_936769fd0c.jpg#1
neutral	Two women are sparring in a kickboxing match	Two people are kickboxing and spectators are not watching	3679341667_936769fd0c.jpg#2
neutral	Children in red shirts are playing in the leaves	Three kids are sitting in the leaves	1956678973_223cb1b847.jpg#0
neutral	Children in red shirts are playing in the leaves	Three kids are jumping in the leaves	1956678973_223cb1b847.jpg#0
neutral	Two children are lying in the snow and are making snow angels	Two people in snowsuits are lying in the snow and making snow angels	2301867590_98c0ecb0cb.jpg#2
neutral	Two people in snowsuits are lying in the snow and making snow angels	Two angels are making snow on the lying children	2301867590_98c0ecb0cb.jpg#4
neutral	A little girl is looking at a woman in costume	People wearing costumes are scattering in a forest and are looking in different directions	3718007650_e5930b4509.jpg#4
neutral	A little girl is looking at a woman in costume	People are looking at some costumes gathered in the vicinity of the forest	3718007650_e5930b4509.jpg#4
entailment	People wearing costumes are gathering in a forest and are looking in the same direction	Masked people are looking in the same direction in a forest	3718007650_e5930b4509.jpg#3
neutral	People wearing costumes are gathering in a forest and are looking in the same direction	People wearing costumes are scattering in a forest and are looking in different directions	3718007650_e5930b4509.jpg#3
neutral	People wearing costumes are gathering in a forest and are looking in the same direction	The little girl is looking at a man in costume	3718007650_e5930b4509.jpg#3
neutral	People wearing costumes are gathering in a forest and are looking in the same direction	A little girl in costume looks like a woman	3718007650_e5930b4509.jpg#3
contradiction	A man is jumping into an empty pool	A man is jumping into a full pool	2905948395_ca3e6b3c9a.jpg#1
neutral	A man is jumping into an empty pool	The man's jumper is in the empty pool	2905948395_ca3e6b3c9a.jpg#1
neutral	A lone biker is jumping in the air	A man is jumping into a full pool	2905948395_ca3e6b3c9a.jpg#1
neutral	A player is running with the ball	Two teams are competing in a football match	2939371251_f923569a72.jpg#1
contradiction	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	792362827_5ab5281b99.jpg#4
neutral	A man is sitting in a field	A man is running in a field	470903027_489cc507de.jpg#0
neutral	A man is sitting in a field	A person is wearing a hat and is sitting on the grass	470903027_489cc507de.jpg#0
neutral	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	470903027_489cc507de.jpg#2
contradiction	A group of friends are riding the current in a raft	A group is not riding the current in a raft	2056377805_e9a9b3bcf0.jpg#0
neutral	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers	2056377805_e9a9b3bcf0.jpg#0
contradiction	A deer is jumping over a fence	A deer isn't jumping over the fence	3274879561_74997bbfff.jpg#1
neutral	People are walking outside a building that has many murals on it	Nobody is in front of the colorful building	2501942587_e59b91d1da.jpg#3
contradiction	Several people are in front of a colorful building	Nobody is in front of the colorful building	2501942587_e59b91d1da.jpg#4
neutral	A child is hitting a baseball	A family is watching a little boy who is missing a baseball	535249787_0fcaa613a0.jpg#1
neutral	A family is watching a little boy who is hitting a baseball	A family is watching a little boy who is missing a baseball	535249787_0fcaa613a0.jpg#3
neutral	A large group of Asian people is eating at a restaurant	Various customers are eating in a crowded restaurant with purple lights	3172384527_b107385a20.jpg#0
neutral	Various people are eating at red tables in a crowded restaurant with purple lights	A small group of people is waiting to eat in a restaurant	3172384527_b107385a20.jpg#4
contradiction	A motorcycle rider is standing up on the seat of a white motorcycle	No motorcycle rider is standing up on the seat of a motorcycle	2719102611_fef453bf30.jpg#2
neutral	Two dogs are playing by a tree	A dog is catching a stick in the air and another is watching	2368266191_87d77750f1.jpg#4
neutral	Two dogs are playing by a tree	There is no dog leaping in the air	2368266191_87d77750f1.jpg#4
neutral	Two dogs are playing by a tree	A dog is leaping high in the air and another is watching	2368266191_87d77750f1.jpg#2
neutral	A girl in white is dancing	The dancer is dancing in front of the sound equipment	3667908724_65c7d112f2.jpg#2
neutral	A girl in white is dancing	The blond girl is dancing behind the sound equipment	3667908724_65c7d112f2.jpg#2
neutral	The blond girl is dancing in front of the sound equipment	There is no girl in white dancing	3667908724_65c7d112f2.jpg#4
neutral	The children of a family are playing and waiting	Three Asian kids are dancing and a serious man is looking	2257294002_0073263c54.jpg#0
contradiction	Three Asian kids are dancing and a man is looking	Three Asian kids are dancing and there is no man looking	2257294002_0073263c54.jpg#1
neutral	Three Asian kids are dancing and a man is looking	An Asian man is dancing and three kids are looking	2257294002_0073263c54.jpg#1
neutral	A woman is wearing an Egyptian headdress	A woman is wearing an Indian headdress	2119302248_72493d458c.jpg#2
contradiction	A hiker is on top of the mountain and is dancing	There is no hiker dancing on top of the mountain	3564385317_1bf5094068.jpg#4
neutral	A hiker is on top of the mountain and is dancing	A man is on a rock high above some trees and is standing in an uncomfortable position	3564385317_1bf5094068.jpg#4
neutral	A hiker is on top of the mountain and is dancing	There is no man on a rock high above some trees standing in a strange position	3564385317_1bf5094068.jpg#4
neutral	A man is on a rock high above some trees and is standing in a strange position	A hiker is on top of the mountain and is doing a joyful dance	3564385317_1bf5094068.jpg#1
contradiction	The brown horse is near a red barrel at the rodeo	The brown horse is far from a red barrel at the rodeo	3319489465_c65c91e4f2.jpg#4
neutral	A cowgirl is riding a horse and corners a barrel	The brown horse is near a red barrel at the rodeo	3319489465_c65c91e4f2.jpg#0
neutral	A boy is standing in the water	The kid is swimming through the blue ocean	2701603045_6cbdc4ce7c.jpg#1
neutral	The boy is wading through the blue ocean	A boy is standing in the cold water	2701603045_6cbdc4ce7c.jpg#4
contradiction	A man is playing a guitar on stage	There is no man playing a guitar on stage	2662537919_18a29fca8a.jpg#1
neutral	A man is playing a guitar on stage	A bald person is playing a guitar	2662537919_18a29fca8a.jpg#1
neutral	A man is playing a guitar on stage	A guitarist has blonde and flyaway hair	2662537919_18a29fca8a.jpg#4
neutral	Several children are sitting down and have their knees raised	Several children are lying down and are raising their knees	2612608861_92beaa3d0b.jpg#2
contradiction	A nude lady is walking in front of a crowd in body paint	There is no lady walking in body paint in front of a crowd 	2611651553_61f859837e.jpg#1
neutral	A nude lady is walking in front of a crowd in body paint	A nude crowd in body paint is walking in front of a lady 	2611651553_61f859837e.jpg#1
entailment	A nude lady is walking in front of a crowd in body paint	A topless girl is covered in paint	2611651553_61f859837e.jpg#1
neutral	A nude lady is walking in front of a crowd in body paint	A young, topless woman is covered in paint	2611651553_61f859837e.jpg#1
entailment	A young, topless woman is covered in paint	A topless girl is covered in paint	2611651553_61f859837e.jpg#4
contradiction	A crowd of people is near the water	A crowd of people is far from the water	1962729184_6996e128e7.jpg#3
entailment	A group of children in uniforms is standing at a gate and one is kissing the mother	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother	1962729184_6996e128e7.jpg#4
neutral	A man is in a parking lot and is playing tennis against a large wall	A man is in a parking lot and is playing tennis against a friend	1432179046_8e3d75cf81.jpg#1
neutral	A man is in a parking lot and is playing tennis against a large wall	There is no man pointing at a car	1432179046_8e3d75cf81.jpg#0
entailment	A group of people is on a beach	A group of people is near the sea	3088322308_b0c940b3a3.jpg#0
neutral	A group of people is on a beach	A group of people is on a mountain	3088322308_b0c940b3a3.jpg#0
entailment	A man, a woman and two girls are walking on the beach	A group of people is on a beach	3088322308_b0c940b3a3.jpg#0
entailment	A man, a woman and two girls are walking on the beach	Four people are walking on the beach	3088322308_b0c940b3a3.jpg#1
neutral	A group of people is on a beach	Four people are walking on the beach	3088322308_b0c940b3a3.jpg#1
neutral	A man, a woman and two girls are walking on the beach	A group of people is on a mountain	3088322308_b0c940b3a3.jpg#1
neutral	A girl with a black bag is on a crowded train	A cramped black train is on the bag of a girl	498748832_941faaaf40.jpg#0
neutral	A girl with a black bag is on a crowded train	An Asian woman in a crowd is not carrying a black bag	498748832_941faaaf40.jpg#0
entailment	A dog is chasing another and is holding a stick in its mouth	A dog is chasing another and is holding a piece of wood in its mouth	78984436_ad96eaa802.jpg#0
entailment	A dog is chasing another and is holding a stick in its mouth	Two dogs are running and carrying an object in their mouths	78984436_ad96eaa802.jpg#0
neutral	Two dogs are running and carrying an object in their mouths	A dog is chasing a stick and holding another dog in its mouth	78984436_ad96eaa802.jpg#3
neutral	A soccer ball is rolling into a goal net	A soccer player is kicking a ball out of the goal	3363836972_c87b58c948.jpg#4
neutral	A soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	3363836972_c87b58c948.jpg#4
